local_authority,meeting_date,item_context,motion_snippet,proposer,seconder,outcome,topics,tally_for,tally_against,tally_abstain,rollcall,source_url,source_status
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr Jordan, seconded by Cllr J Brogan, it was resolved to disposal of lands at Drumduff, Inver to Niall and Claire Bruton in accordance with the provisions of Section 211 of the Planning & Development Act, 2000 (as amended) and under Sec",Jordan,J Brogan,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr McMahon, seconded by Cllr Naughton, it was resolved to disposal of lands at Sminver, Ballyshannon to Declan McHugh, Anne McHugh and Barry McHugh in accordance with the provisions of Section 211 of the Planning & Development Act, 2000",McMahon,Naughton,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr McBride, seconded by Cllr McGowan it was resolved to approve the attendance of the Cathaoirleach and Leas Cathaoirleach at the St. Patrick’s Day events in the USA. C/17/25 MEMBERSHIP OF THE STRATEGIC POLICY COMMITTEES FOR THE PE",McBride,McGowan it,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,CLLR MARTIN FARREN,"On the proposal of Cllr Mc Gee, seconded by Cllr Mc Bride it was resolved that Cllr Tomás Sean Devine fill the vacancy on the North-West Regional Development Group arising from the resignation of Cllr Martin Farren. C/20/25 FILL OF REMAINING VACANCY ON ",Mc Gee,Mc Bride,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,COUNCIL VALUE FOR MONEY COMMITTEE,"On the proposal of Cllr Kennedy, seconded by Cllr Mc Bride it was resolved that Cllr Martin Scanlon fill the remaining vacancy on the Donegal County Council Value for Money Committee. C/21/25 DATE FOR PLENARY WORKSHOP – MACHINERY YARD It was unanimou",Kennedy,Mc Bride it was,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr Mc Mahon, seconded by Cllr Naughton it was resolved to approve, subject to the sanction of the appropriate Minister, the reassignment of a capital loan in the sum of €1,991,623 for the purpose of co-financing the refurbishment of Bun",Mc Mahon,Naughton,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr A Doherty, seconded by Cllr Jordan it was to resolved to insert new Area Plans for the towns of An Clochán Liath (Dungloe), Ballyshannon, Bridgend, Carndonagh, Donegal Town and Killybegs; On the proposal of Cllr Bradley, seconded",A Doherty,Jordan,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Killybegs;,"On the proposal of Cllr Bradley, seconded by Cllr Canning it was resolved to amend the zoning of site NR2.16 at Cockhill, Buncrana – from ‘New Residential Phase 2’ to ‘New Residential Phase 1.” On the proposal of Cllr Canning, seconded by Cllr A Doherty i",Bradley,Canning,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Residential Phase 2’ to ‘New Residential Phase 1.”,"On the proposal of Cllr Canning, seconded by Cllr A Doherty it was resolved to amend land use zonings on foot of Residential Zoned Land Tax (RZLT) related landowner submissions, where appropriate, within affected settlements throughout County Donegal. Cl",Canning,A Doherty it was,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,(as amended).,"On the proposal of Cllr Mc Gowan, seconded by Cllr Blaney attendance at the following training events was approved. Cllr Blaney noted that the LAMA Awards were taking place on the 22nd February and highlighted the fact that seven Donegal projects were co",Mc Gowan,Blaney attendance at,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,▪ LAMA Spring Seminar to be held on the 30th and 31st January 2025,"On the proposal of Cllr Mc Gowan, seconded by Cllr Mc Bride attendance at the following conference events was approved: Conference • Association of Irish Regions Seminar to be held in the Radisson Blu Hotel, Athlone on the 5th & 6th February, 2025. • ",Mc Gowan,Mc Bride attendance,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,"Conference to be held in the Radisson Blu Hotel, Little Island, Cork","On the proposal of Cllr C Brogan, seconded by Cllr Mc Clafferty attendance at the following events was approved: Other • Donegal 2040 Site visit to Galway on the 13th and 14th February 2025. • Attendance at the LAMA Awards 2025 in the Rochestown Park",C Brogan,Mc Clafferty,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,"Hotel, Cork on the 22nd February, 2025.","On the proposal of Cllr Mc Monagle, seconded by Cllr C Brogan it was resolved to approve the following: Travel Abroad • Attendance of the CPMR representative at the Atlantic Arc Commission Hub Meetings in Brussels on the 30th and 31st January 2025. •",Mc Monagle,C Brogan it was,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,"Hannon’s Hotel, Roscommon.","On the proposal of Cllr Mc Monagle, seconded by Cllr C Brogan it was resolved that Donegal County Council take a table at the forthcoming LAMA Awards Night in in the Rochestown Park Hotel, Cork on the 22nd February, 2025. C/34/25 FUNDING FOR MEN’S AND W",Mc Monagle,C Brogan it was,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,It was resolved to take Motion No 11 and Motion No 18 at this juncture.,"On the proposal of Cllr Mc Bride, seconded by Cllr Blaney the following motion was adopted: That Donegal County Council writes to the incoming Minister for Rural and Community Development asking that minimum funding of €3000 per Man's Shed be made availa",Mc Bride,Blaney,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Development & Planning Services in relation to the above.,"On the proposal of Cllr Carr, seconded by Cllr Mc Bride, the following motion was adopted: “The Council write to the incoming Minister for Rural and Community Development to request that €75,000 of the recently announced Local Enhancement Programme Fund ",Carr,Mc Bride,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,FEASIBILITY STUDY – RAIL CONNECTION LETTERKENNY TO,"On the proposal of Cllr Meehan, seconded by Cllr J Brogan it was resolved to adopt the following motion: “That this Council will write to the incoming Minister for Transport, requesting that they meet with a delegation from Donegal County Council, with ",Meehan,J Brogan it was,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,INCREASE IN WINTER MAINTENANCE ALLOCATION,"On the proposal of Cllr Coyle, seconded by Cllr Blaney it was resolved to adopt the following motion: ""That this Council write to the Minister for Transport requesting a substantial increase in the Winter Maintenance Allocation for the County."" Cllr Co",Coyle,Blaney,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,RECOGNITION FOR THE NORTHWEST CITY REGION,"On the proposal of Cllr Mc Monagle, seconded by Cllr A Doherty it was resolved to adopt the following motion: “That this Council seek an urgent meeting with the new Minister for Housing, Local Government and Heritage to lobby for the, • Recognition of",Mc Monagle,A Doherty it was,,housing | irish_language_culture,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,CONTROL OF DOGS,"On the proposal of Cllr Mc Clafferty, seconded by Cllr Blaney it was resolved to adopt the following motion: “That this Council takes action on dog owners who are not controlling their dogs properly in our communities, i.e. chasing sheep etc or are a dang",Mc Clafferty,Blaney it was,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,PRESIDENTIAL ELECTION,"On the proposal of Cllr O’Fearraigh, seconded by Cllr McMahon it was resolved to adopt the following motion:- “That this Council call on the Government to have our emigrants ab road be given voting rights in our Presidential election.” Cllr O’ F",O’Fearraigh,McMahon it was,,roads_traffic,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,RENTAL COSTS DEFECTIVE CONCRETE BLOCKS FAMILIES,"On the proposal of Cllr McGee, seconded by Cllr A Farren it was resolved to adopt the following motion:- ""That the Council advocate for a scheme to be put in place to incentivise landlords to rent to families who have defective block homes and need te",McGee,A Farren,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,It was resolved to deal with Motions 19 and 20 collectively.,"On the proposal of Cllr J Brogan, seconded by Cllr Scanlon it was resolved to adopt the following motion:- ""To ask Donegal Co Council to contact the new Minister for Housing and demand that they raise the means allowance substantially for applicants of",J Brogan,Scanlon it was,,housing,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,"They could not, he advised, afford the exorbitant rents which are being","On the proposal of Cllr Scanlon, seconded by Cllr J Brogan it was resolved to adopt the following motion: ""I am submitting this motion calling on this Council to write to both incoming Ministers for Social Protection and Housing calling for an urgent rev",Scanlon,J Brogan it was,,housing,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,SUSTAINABLE GROWTH OF THE GAELTACHT COMMUNITIES,"On the proposal of Cllr Nic Mheanman, seconded by Cllr O’Fearraigh it was resolved to adopt the following motion:- “Go dtacaíonn an comhairle seo le go gcuirfear Straitéis Daonra agus Tithíochta Gaeltachta le chéile do gach Limistéar Pleanála Teanga ",Nic Mheanman,O’Fearraigh it,,irish_language_culture,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,COUNCIL’S CURRENT STRATEGIC AND SPECIFIC ROADS GRANTS,"On the proposal of Cllr McGowan, seconded by Cllr Coyle it was resolved to adopt the following motion:- ""That a full report is presented to this full Council meeting on the Council's current Strategic and Specific Roads Grants priority list that was agre",McGowan,Coyle,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,DEFECTIVE CONCRETE BLOCKS,"On the proposal of Cllr A Farren, seconded by Cllr McGee it was resolved to adopt the following motion:- In 2024 houses were being built in Donegal that have defective concrete in them and in approximately 15 years these new homes will be crumbling down",A Farren,McGee,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,REVIEW OF THE DEFECTIVE CONCRETE BLOCKS SCHEME,"On the proposal of Cllr Beard, seconded by Cllr Devine it was resolved to adopt the following motion:- “With the new Government in place, this motion calls on the Executive of Donegal County Council to write to the leaders of Fianna Fáil and Fine Gae",Beard,Devine,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,CONCRETE BLOCK SCHEME,"On the proposal of Cllr McDermott, seconded by Cllr Canning it was resolved to adopt the following motion:- ""To ask Donegal county council in conjunction with the Housing Agency to have an information day for professionals and builders to explain exactly",McDermott,Canning it was,,housing | roads_traffic,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,THE CLAR PROGRAMME,"On the proposal of Cllr A Doherty, seconded by Cllr Nic Mheanman it was resolved to adopt the following motion:- ""That Donegal County Council calls on the Minister and Department of Rural and Community Development and/or relevant Dept in the new Governm",A Doherty,Nic Mheanman it was,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,HOMES THROUGHOUT DONEGAL FOR THOSE WITH DISABILITIES,"On the proposal of Cllr Murray, seconded by Cllr Canning it was resolved to adopt the following motion:- “That this council will prioritise the acquisition and construction of homes throughout County Donegal, specifically to be allocated to those with d",Murray,Canning,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Cllr Canning said that he wished also to include a reference to overgrown,"on the proposal of Cllr Canning, seconded by Cllr Kelly it was resolved to adopt the following motion:- I would ask that the housing section of this council carries out a complete audit of all of the estates that are affected by overgrown trees that cou",Canning,Kelly,,housing | environment_climate,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,POLITICIANS AND THEIR FAMILIES,"On the proposal of Cllr Bradley, seconded by Cllr Brogan it was resolved to adopt the following motion:- “That this Council condemns, rejects, and opposes any and all forms of violence, bullying, harassment, intimidation and haranguing directed towards ",Bradley,Brogan,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Pauric Mc Garvey,"On the proposal of Cllr C Brogan, seconded by Cllr Mc Gowan it was resolved to appoint the following to the Roads & Transportation SPC. Sectoral Gareth Whitmore – Irish Farmers Association Bernard O’ Donnell – Construction Industry Federation George Mi",C Brogan,Mc Gowan it was,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
